country,iso3,year,gdp_per_capita_current_usd,consfirstaug,indcent,independence_year,log_settler_mortality,log_pop_density_1500,madid,percent_catholic,percent_muslim,percent_protestant,growth,democ,world,former_colony,wealth_20,gini_index,population,gdp_per_capita,poverty_headcount,continent,lifeExp,pop,gdpPercap,iso_num,years_since_independence,malaria_prevalence,gdp,capital_health_expenditure,current_health_expenditure_(che)_as_percent_gross_domestic_product_(gdp),domestic_general_government_health_expenditure_(gghe-d)_as_percent_gross_domestic_product_(gdp),external_health_expenditure_(ext)_per_capita_in_usdollars,external_sources_of_spending_on_malaria,external_sources_of_spending_on_injuries,public_domestic_sources_of_spending_on_malaria,malaria_prevalence_2001,malaria_prevalence_2001_high,malaria_reduction,malaria_reduction_relative,malaria_reduction_relative_lag,gdp_growth,gdp_growth_relative,gdp_growth_relative_lag,temp,prcp,max,min,stations
Equatorial Guinea,GNQ,1961,NA,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,258947,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5480034682909144,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,KEN,1961,94.8352648944441,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,8361441,94.8352648944441,NA,NA,NA,NA,NA,NA,-2,NA,94.8352648944441,NA,NA,NA,NA,NA,NA,NA,0.15138283073713985,TRUE,NA,NA,NA,-2.786265684195399,-0.028541507879257355,NA,NA,NA,NA,NA,NA
Liberia,LBR,1961,160.631571041043,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,1144986,160.631571041043,NA,NA,NA,NA,NA,NA,114,NA,160.631571041043,NA,NA,NA,NA,NA,NA,NA,0.6346043087977984,TRUE,NA,NA,NA,-9.406266598973986,-0.05531866747733971,NA,NA,NA,NA,NA,NA
Libya,LBY,1961,NA,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,1498071,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1961,41.201213687709,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,866462,41.201213687709,NA,NA,NA,NA,NA,NA,-5,NA,41.201213687709,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0.5956783851614986,0.014669881352952663,NA,NA,NA,NA,NA,NA
Morocco,MAR,1961,158.924091336756,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,12710547,158.924091336756,NA,NA,NA,NA,NA,NA,5,NA,158.924091336756,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,-5.876687702490017,-0.035659344189692965,NA,NA,NA,NA,NA,NA
Madagascar,MDG,1961,133.847581548997,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,5223568,133.847581548997,NA,NA,NA,NA,NA,NA,1,NA,133.847581548997,NA,NA,NA,NA,NA,NA,NA,0.2368595202912678,TRUE,NA,NA,NA,1.8545455275159952,0.01405032858865507,NA,NA,NA,NA,NA,NA
Mali,MLI,1961,NA,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,5322266,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19674228748017422,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1961,NA,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,7541325,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5354351946441571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1961,121.969678277921,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,883221,121.969678277921,NA,NA,NA,NA,NA,NA,1,NA,121.969678277921,NA,NA,NA,NA,NA,NA,NA,0.0194964515204606,FALSE,NA,NA,NA,14.054651510103,0.13023813208462576,NA,NA,NA,NA,NA,NA
Malawi,MWI,1961,47.1825468300685,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,3700023,47.1825468300685,NA,NA,NA,NA,NA,NA,-3,NA,47.1825468300685,NA,NA,NA,NA,NA,NA,NA,0.3722224610707497,TRUE,NA,NA,NA,2.149394221063403,0.04772915278051393,NA,NA,NA,NA,NA,NA
Namibia,NAM,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059559708491530985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1961,139.341401610981,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,NA,NA,3486295,139.341401610981,NA,NA,NA,NA,NA,NA,1,NA,139.341401610981,NA,NA,NA,NA,NA,NA,NA,0.08718643140512254,FALSE,NA,NA,NA,6.689239180796989,0.050426913954890074,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1961,96.9804300443769,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,46062905,96.9804300443769,NA,NA,NA,NA,NA,NA,1,NA,96.9804300443769,NA,NA,NA,NA,NA,NA,NA,0.4790720789574375,TRUE,NA,NA,NA,4.018629898751001,0.04322883047074999,NA,NA,NA,NA,NA,NA
Rwanda,RWA,1961,40.7196618532917,0,19.62,1962,5.634789,3.218876,2011,0.556,0.086,0.116,0.6955752,0.3,1,TRUE,NA,NA,2996096,40.7196618532917,NA,NA,NA,NA,NA,NA,-1,NA,40.7196618532917,NA,NA,NA,NA,NA,NA,NA,0.16141738346765405,TRUE,NA,NA,NA,0.15278105717190016,0.0037661524419327908,NA,NA,NA,NA,NA,NA
Sudan,SDN,1961,131.656344413491,0.3333333,19.56,1956,4.479607,2.64114,2011,0.044,0.73,0.001,0.8731046,0.15,1,TRUE,NA,NA,7769482,131.656344413491,NA,NA,NA,NA,NA,NA,5,NA,131.656344413491,NA,NA,NA,NA,NA,NA,NA,0.03697737826601481,FALSE,NA,NA,NA,7.144174491777008,0.05737731899033527,NA,NA,NA,NA,NA,NA
Senegal,SEN,1961,253.844835391658,0.3333333,19.6,1960,5.103883,1.442202,2011,0.056,0.91,0.001,1.241735,0.9,1,TRUE,NA,NA,3295293,253.844835391658,NA,NA,NA,NA,NA,NA,1,NA,253.844835391658,NA,NA,NA,NA,NA,NA,NA,0.3276668740607887,TRUE,NA,NA,NA,6.608551122045981,0.026729697631433957,NA,NA,NA,NA,NA,NA
Sierra Leone,SLE,1961,140.749664075719,0.55,19.61,1961,6.180017,1.442202,2011,0.022,0.394,0.048,-0.0887394,0.15,1,TRUE,NA,NA,2329204,140.749664075719,NA,NA,NA,NA,NA,NA,0,NA,140.749664075719,NA,NA,NA,NA,NA,NA,NA,0.5717294696448891,TRUE,NA,NA,NA,0.5694064591310166,0.004061959000592141,NA,NA,NA,NA,NA,NA
Somalia,SOM,1961,NA,0.9,19.6,1960,NA,0.243123,2011,0,0.998,0,0.7346354,NA,1,TRUE,NA,NA,2814096,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05174746999124096,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,SSD,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3011110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2900651360242027,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,STP,1961,NA,NA,19.75,1975,NA,NA,5001,0.924,0,0.022,0.7721982,NA,1,TRUE,NA,NA,64551,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,SWZ,1961,120.366032726009,0.0833333,19.68,1968,NA,-0.7105375,2011,0.108,0.001,0.339,1.839638,0.05,1,TRUE,NA,NA,357453,120.366032726009,NA,NA,NA,NA,NA,NA,-7,NA,120.366032726009,NA,NA,NA,NA,NA,NA,NA,3.9698142439200475e-4,FALSE,NA,NA,NA,19.911364059869996,0.19821243078353468,NA,NA,NA,NA,NA,NA
Seychelles,SYC,1961,270.279660635542,NA,19.76,1976,NA,NA,2011,NA,NA,NA,2.730899,NA,1,TRUE,NA,NA,42889,270.279660635542,NA,NA,NA,NA,NA,NA,-15,NA,270.279660635542,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,-17.77849878382301,-0.06171843498430629,NA,NA,NA,NA,NA,NA
Chad,TCD,1961,109.129606410562,0,19.6,1960,5.634789,0,2011,0.21,0.44,0.116,0.0228591,0.4,1,TRUE,NA,NA,3060355,109.129606410562,NA,NA,NA,NA,NA,NA,1,NA,109.129606410562,NA,NA,NA,NA,NA,NA,NA,0.07617411879258033,FALSE,NA,NA,NA,4.657505216926012,0.044581329979124895,NA,NA,NA,NA,NA,NA
Togo,TGO,1961,79.1201330726748,0.2333333,19.6,1960,6.504288,1.442202,2011,0.293,0.17,0.061,0.3285556,0.4,1,TRUE,NA,NA,1597526,79.1201330726748,NA,NA,NA,NA,NA,NA,1,NA,79.1201330726748,NA,NA,NA,NA,NA,NA,NA,0.6765141948394471,TRUE,NA,NA,NA,2.4816789036662072,0.03238164092132423,NA,NA,NA,NA,NA,NA
Tunisia,TUN,1961,NA,0,19.56,1956,4.143135,2.459847,2011,0.001,0.994,0,2.394425,0.35,1,TRUE,NA,NA,4235937,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,TZA,1961,NA,0.3333333,19.61,1961,5.634789,0.6833779,2011,0.282,0.325,0.112,0.2356138,0.6,1,TRUE,NA,NA,10373398,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37120882296096924,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,UGA,1961,63.0151613499201,0.5925926,19.62,1962,5.634789,2.016654,2011,0.496,0.066,0.019,0.6438055,0.3,1,TRUE,NA,NA,7006633,63.0151613499201,NA,NA,NA,NA,NA,NA,-1,NA,63.0151613499201,NA,NA,NA,NA,NA,NA,NA,0.532231339525038,TRUE,NA,NA,NA,0.7000390299350983,0.011233854702883184,NA,NA,NA,NA,NA,NA
South Africa,ZAF,1961,444.896268303603,1,19.1,1910,2.74084,-0.7105286,2011,0.104,0.013,0.39,2.302416,0.95,1,TRUE,NA,NA,17920673,444.896268303603,NA,NA,NA,NA,NA,NA,51,NA,444.896268303603,NA,NA,NA,NA,NA,NA,NA,0.011419108916818051,FALSE,NA,NA,NA,10.955074713457975,0.02524552836946148,NA,NA,NA,NA,NA,NA
Zambia,ZMB,1961,221.728400633104,0.2,19.64,1964,NA,-0.2357223,2011,0.262,0.003,0.319,0.4759107,0.55,1,TRUE,NA,NA,3140264,221.728400633104,NA,NA,NA,NA,NA,NA,-3,NA,221.728400633104,NA,NA,NA,NA,NA,NA,NA,0.40500594095141895,TRUE,NA,NA,NA,-12.437793650613003,-0.0531152401765701,NA,NA,NA,NA,NA,NA
Zimbabwe,ZWE,1961,283.315869044703,1,19.65,1965,NA,-0.2357223,2011,0.144,0.009,0.214,1.129134,0.25,1,TRUE,NA,NA,3870756,283.315869044703,NA,NA,NA,NA,NA,NA,-4,NA,283.315869044703,NA,NA,NA,NA,NA,NA,NA,0.0317418990987357,FALSE,NA,NA,NA,2.321283243305004,0.00826095362899859,NA,NA,NA,NA,NA,NA
Angola,AGO,1962,NA,0.3333333,19.75,1975,5.634789,0.4054651,2011,0.687,0,0.198,0.6444693,0.35,1,TRUE,NA,NA,5866061,NA,NA,Africa,34,4826015,4269.276742,24,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30579189319310557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1962,73.7817649496193,0.1481481,19.62,1962,5.634789,3.218876,2011,0.7830001,0.009,0.049,0.3280602,0.45,1,TRUE,NA,NA,2893669,73.7817649496193,NA,Africa,42.045,2961915,355.2032273,108,0,NA,73.7817649496193,NA,NA,NA,NA,NA,NA,NA,0.4578495193685951,TRUE,NA,NA,NA,2.2944872204779045,0.0320964413999858,0.016179303911327603,NA,NA,NA,NA,NA
Benin,BEN,1962,94.464534984382,0.125,19.6,1960,5.585449,1.442202,2011,0.185,0.152,0.028,1.161583,0.8,1,TRUE,NA,NA,2502896,94.464534984382,NA,Africa,42.618,2151895,949.4990641,204,2,NA,94.464534984382,NA,NA,NA,NA,NA,NA,NA,0.46086382614134885,TRUE,NA,NA,NA,-1.1076197303627993,-0.011589356059499956,0.027408911581698003,NA,NA,NA,NA,NA
Burkina Faso,BFA,1962,76.5206113987061,0.2,19.6,1960,5.634789,1.442202,2011,0.09,0.43,0.016,0.722393,0.35,1,TRUE,NA,NA,4960326,76.5206113987061,NA,Africa,37.814,4919632,722.5120206,854,2,NA,76.5206113987061,NA,NA,NA,NA,NA,NA,NA,0.6615594834144378,TRUE,NA,NA,NA,4.962431306269096,0.06934820449400414,0.04579383320550079,NA,NA,NA,NA,NA
Botswana,BWA,1962,64.7070068014752,0.6666667,19.66,1966,NA,-1.966113,2011,0.094,0,0.268,2.351604,0.95,1,TRUE,NA,NA,550840,64.7070068014752,NA,Africa,51.52,512764,983.6539764,72,-4,NA,64.7070068014752,NA,NA,NA,NA,NA,NA,NA,0.01967394702160172,FALSE,NA,NA,NA,3.4647585241475056,0.05657464612431906,0.05630729428447201,NA,NA,NA,NA,NA
Central African Republic,CAF,1962,79.9677957743641,0,19.6,1960,5.634789,0.4054651,2011,0.331,0.032,0.5,0.4462757,0.75,1,TRUE,NA,NA,1556661,79.9677957743641,NA,Africa,39.475,1523478,1193.068753,140,2,NA,79.9677957743641,NA,NA,NA,NA,NA,NA,NA,0.4720384147761989,TRUE,NA,NA,NA,-0.5530062175398882,-0.006867867729329014,0.07942600365121089,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,1962,167.995942976352,0,19.6,1960,6.504288,1.442202,2011,0.185,0.24,0.047,1.164257,0.7,1,TRUE,NA,NA,3841071,167.995942976352,NA,Africa,44.93,3832408,1728.869428,384,2,NA,167.995942976352,NA,NA,NA,NA,NA,NA,NA,0.6991508870347287,TRUE,NA,NA,NA,0.6404120241220141,0.003826655865379225,0.09046584148666947,NA,NA,NA,NA,NA
Cameroon,CMR,1962,129.515519153265,0.3333333,19.6,1960,5.634789,0.4054651,2011,0.35,0.22,0.181,0.9904609,0.3,1,TRUE,NA,NA,5399922,129.515519153265,NA,Africa,42.643,5793633,1399.607441,120,2,NA,129.515519153265,NA,NA,NA,NA,NA,NA,NA,0.535108060575894,TRUE,NA,NA,NA,5.093827318195991,0.0409400261567594,0.04088792310597511,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",COD,1962,235.632406846809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16041263,235.632406846809,NA,Africa,42.122,17486434,896.3146335,180,NA,NA,235.632406846809,NA,NA,NA,NA,NA,NA,NA,0.6465583072116257,TRUE,NA,NA,NA,38.241459169298,0.19373461457703356,-0.10404744509325903,NA,NA,NA,NA,NA
"Congo, Rep.",COG,1962,152.451212554226,0.3833333,19.6,1960,5.480639,0.4054651,2011,0.539,0.004,0.249,1.676822,0.2,1,TRUE,NA,NA,1092292,152.451212554226,NA,Africa,48.435,1047924,2464.783157,178,2,NA,152.451212554226,NA,NA,NA,NA,NA,NA,NA,0.5038676398711438,TRUE,NA,NA,NA,9.913696110333007,0.06955148621686091,0.12230070935570914,NA,NA,NA,NA,NA
Comoros,COM,1962,NA,0.3166667,19.75,1975,NA,1.500584,2011,0.001,0.997,0.001,0.3387346,0.45,1,TRUE,NA,NA,197198,NA,NA,Africa,44.467,191689,1406.648278,174,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,1962,NA,0.1666667,19.77,1977,3.258096,NA,2011,0.067,0.906,0.002,0.9795089,0.6,1,TRUE,NA,NA,94204,NA,NA,Africa,39.693,89898,3020.989263,262,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028603989431781038,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1962,171.209809463866,0.05,19.62,1962,4.35927,1.945579,2011,0.005,0.991,0,1.908826,0.35,1,TRUE,NA,NA,11690153,171.209809463866,NA,Africa,48.303,11000948,2550.81688,12,0,NA,171.209809463866,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,-42.276095599604986,-0.19802757276662353,-0.12800541689494271,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1962,NA,0.75,19.22,1922,4.216562,4.609731,1046,0.002,0.818,0.002,1.816061,0.2,1,TRUE,NA,NA,28506176,NA,NA,Africa,46.992,28173309,1693.335853,818,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4959769669284947e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1469645,NA,NA,Africa,40.158,1666618,380.9958433,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03317797637087618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23221389,NA,NA,Africa,40.059,25145372,419.4564161,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043492796993485704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,1962,358.560975155028,0.1333333,19.6,1960,5.634789,0.4054651,2011,0.652,0.008,0.188,2.239409,0.3,1,TRUE,NA,NA,509806,358.560975155028,NA,Africa,40.489,455661,6631.459222,266,2,NA,358.560975155028,NA,NA,NA,NA,NA,NA,NA,0.3988952701995478,TRUE,NA,NA,NA,26.056254731591025,0.07836356337560857,0.1732680847128938,NA,NA,NA,NA,NA
Ghana,GHA,1962,195.11998853899,0,19.57,1957,6.504288,1.442202,2011,0.187,0.157,0.258,1.128396,0.6,1,TRUE,NA,NA,7085464,195.11998853899,NA,Africa,46.452,7355248,1190.041118,288,5,NA,195.11998853899,NA,NA,NA,NA,NA,NA,NA,0.6793622216242404,TRUE,NA,NA,NA,5.40660820520398,0.028498823834625986,0.03680303250264694,NA,NA,NA,NA,NA
Guinea,GIN,1962,NA,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,3690664,NA,NA,Africa,35.753,3140003,686.3736739,324,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5446845702964123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1962,NA,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,383523,NA,NA,Africa,33.896,374020,599.650276,270,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3385638949528829,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1962,NA,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,629969,NA,NA,Africa,34.488,627820,522.0343725,624,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4393926180961389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,1962,34.7414275226911,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,262590,34.7414275226911,NA,Africa,37.485,249220,582.8419714,226,-6,NA,34.7414275226911,NA,NA,NA,NA,NA,NA,NA,0.5480034682909144,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,KEN,1962,100.604266650635,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,8628972,100.604266650635,NA,Africa,47.949,8678557,896.9663732,404,-1,NA,100.604266650635,NA,NA,NA,NA,NA,NA,NA,0.15138283073713985,TRUE,NA,NA,NA,5.769001756190903,0.06083181992070208,-0.028541507879257355,NA,NA,NA,NA,NA
Liberia,LBR,1962,163.917196363885,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,1170480,163.917196363885,NA,Africa,40.502,1112796,634.1951625,430,115,NA,163.917196363885,NA,NA,NA,NA,NA,NA,NA,0.6346043087977984,TRUE,NA,NA,NA,3.2856253228420087,0.020454418154215226,-0.05531866747733971,NA,NA,NA,NA,NA
Libya,LBY,1962,NA,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,1550813,NA,NA,Africa,47.808,1441863,6757.030816,434,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1962,47.4502225384491,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,882170,47.4502225384491,NA,Africa,47.747,893143,411.8006266,426,-4,NA,47.4502225384491,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,6.249008850740097,0.15167050412896654,0.014669881352952663,NA,NA,NA,NA,NA
Morocco,MAR,1962,181.183703096042,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,13094818,181.183703096042,NA,Africa,47.924,13056604,1566.353493,504,6,NA,181.183703096042,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,22.259611759286003,0.1400644268093909,-0.035659344189692965,NA,NA,NA,NA,NA
Madagascar,MDG,1962,138.119849134351,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,5352503,138.119849134351,NA,Africa,40.848,5703324,1643.38711,450,2,NA,138.119849134351,NA,NA,NA,NA,NA,NA,NA,0.2368595202912678,TRUE,NA,NA,NA,4.272267585354001,0.031918900109450865,0.01405032858865507,NA,NA,NA,NA,NA
Mali,MLI,1962,NA,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,5381368,NA,NA,Africa,36.936,4690372,496.1743428,466,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19674228748017422,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1962,NA,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,7699139,NA,NA,Africa,36.161,7788944,556.6863539,508,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5354351946441571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1962,122.252270293721,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,909174,122.252270293721,NA,Africa,44.248,1146757,1055.896036,478,2,NA,122.252270293721,NA,NA,NA,NA,NA,NA,NA,0.0194964515204606,FALSE,NA,NA,NA,0.2825920157999917,0.002316903838641471,0.13023813208462576,NA,NA,NA,NA,NA
Malawi,MWI,1962,48.3866532591083,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,3784439,48.3866532591083,NA,Africa,38.41,3628608,427.9010856,454,-2,NA,48.3866532591083,NA,NA,NA,NA,NA,NA,NA,0.3722224610707497,TRUE,NA,NA,NA,1.204106429039797,0.02552016603462448,0.04772915278051393,NA,NA,NA,NA,NA
Namibia,NAM,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632654,NA,NA,Africa,48.386,621392,3173.215595,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059559708491530985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1962,148.192163309158,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,NA,NA,3588156,148.192163309158,NA,Africa,39.487,4076008,997.7661127,562,2,NA,148.192163309158,NA,NA,NA,NA,NA,NA,NA,0.08718643140512254,FALSE,NA,NA,NA,8.850761698176996,0.06351853502153593,0.050426913954890074,NA,NA,NA,NA,NA
Nigeria,NGA,1962,104.388533448431,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,47029140,104.388533448431,NA,Africa,39.36,41871351,1150.927478,566,2,NA,104.388533448431,NA,NA,NA,NA,NA,NA,NA,0.4790720789574375,TRUE,NA,NA,NA,7.408103404054103,0.07638761140432404,0.04322883047074999,NA,NA,NA,NA,NA
Rwanda,RWA,1962,40.9754946889206,0,19.62,1962,5.634789,3.218876,2011,0.556,0.086,0.116,0.6955752,0.3,1,TRUE,NA,NA,3050604,40.9754946889206,NA,Africa,43,3051242,597.4730727,646,0,NA,40.9754946889206,NA,NA,NA,NA,NA,NA,NA,0.16141738346765405,TRUE,NA,NA,NA,0.255832835628901,0.006282783893212018,0.0037661524419327908,NA,NA,NA,NA,NA
Sudan,SDN,1962,139.214550602488,0.3333333,19.56,1956,4.479607,2.64114,2011,0.044,0.73,0.001,0.8731046,0.15,1,TRUE,NA,NA,8004121,139.214550602488,NA,Africa,40.87,11183227,1959.593767,736,6,NA,139.214550602488,NA,NA,NA,NA,NA,NA,NA,0.03697737826601481,FALSE,NA,NA,NA,7.558206188996991,0.05740859829176981,0.05737731899033527,NA,NA,NA,NA,NA
Senegal,SEN,1962,253.162267338223,0.3333333,19.6,1960,5.103883,1.442202,2011,0.056,0.91,0.001,1.241735,0.9,1,TRUE,NA,NA,3386863,253.162267338223,NA,Africa,41.454,3430243,1654.988723,686,2,NA,253.162267338223,NA,NA,NA,NA,NA,NA,NA,0.3276668740607887,TRUE,NA,NA,NA,-0.6825680534350056,-0.002688918418930486,0.026729697631433957,NA,NA,NA,NA,NA
